,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
12284,Doncaster East,8 Rosamond Cr,3,h,1620000.0,S,Fletchers,3/09/2017,14.3,3109.0,3.0,2.0,1.0,848.0,,,,-37.78693,145.16384,Eastern Metropolitan,10999.0
12288,Elwood,1/4 Southey Ct,2,u,670000.0,VB,Chisholm,3/09/2017,7.2,3184.0,2.0,1.0,0.0,643.0,,1950.0,,-37.87571,144.98702,Southern Metropolitan,8989.0
12292,Essendon,24 Fletcher St,4,h,2100000.0,VB,Nelson,3/09/2017,7.5,3040.0,4.0,2.0,3.0,920.0,256.0,1990.0,,-37.7554,144.92351000000005,Western Metropolitan,9264.0
12296,Fairfield,103 Arthur St,3,h,1492000.0,S,Nelson,3/09/2017,5.7,3078.0,3.0,2.0,1.0,292.0,117.0,1930.0,,-37.77788,145.01963999999995,Northern Metropolitan,2970.0
12300,Flemington,98 Canterbury St,2,h,1090000.0,S,Alexkarbon,3/09/2017,3.4,3031.0,2.0,1.0,2.0,263.0,,,,-37.78128,144.92325,Northern Metropolitan,3593.0
12304,Frankston,4 Eton Ct,4,h,695000.0,S,Ray,3/09/2017,38.0,3199.0,4.0,1.0,3.0,713.0,109.0,1950.0,,-38.15675,145.12707,South-Eastern Metropolitan,17055.0
12308,Gladstone Park,7 Dalton Pl,3,h,680000.0,S,Barry,3/09/2017,12.9,3043.0,3.0,1.0,2.0,300.0,,,,-37.68416,144.8895,Western Metropolitan,3285.0
12312,Glen Iris,25A Beryl St,3,h,1300000.0,VB,Marshall,3/09/2017,7.3,3146.0,3.0,2.0,2.0,400.0,170.0,1900.0,,-37.85223,145.08676,Southern Metropolitan,10412.0
12316,Glen Iris,42 Queens Pde,3,h,1850000.0,S,Fletchers,3/09/2017,7.3,3146.0,3.0,1.0,1.0,645.0,,,,-37.85341,145.09188999999995,Southern Metropolitan,10412.0
12320,Glen Waverley,19 Diamond Av,3,h,1370000.0,S,Fletchers,3/09/2017,16.7,3150.0,3.0,1.0,,652.0,,,,-37.8717,145.17266999999995,Eastern Metropolitan,15321.0
12324,Glenroy,49 Hubert Av,3,h,815000.0,PI,Barry,3/09/2017,11.2,3046.0,3.0,1.0,3.0,760.0,,1960.0,,-37.70189,144.93294,Northern Metropolitan,8870.0
12328,Greenvale,35 Hermitage Dr,4,h,797000.0,S,Barry,3/09/2017,20.4,3059.0,4.0,2.0,2.0,1057.0,195.0,1995.0,,-37.65467,144.9035,Northern Metropolitan,4864.0
12332,Highett,48 Turner Rd,2,h,832000.0,S,Buxton,3/09/2017,16.0,3190.0,2.0,1.0,1.0,254.0,,,,-37.95188,145.05369,Southern Metropolitan,4794.0
12336,Kealba,2 Stewart Cl,5,h,750000.0,SP,Brad,3/09/2017,14.0,3021.0,5.0,2.0,4.0,647.0,207.0,1983.0,,-37.73726,144.82998,Western Metropolitan,1202.0
12340,Kew East,9 Tanner Av,4,h,1600000.0,VB,Noel,3/09/2017,7.3,3102.0,4.0,2.0,2.0,12300.0,,1940.0,,-37.79459,145.03921,Southern Metropolitan,2671.0
12344,Maidstone,2/9 Havelock St,3,t,722000.0,S,Biggin,3/09/2017,6.4,3012.0,3.0,2.0,2.0,147.0,125.0,2015.0,,-37.78538,144.87958999999995,Western Metropolitan,3873.0
12348,Meadow Heights,9 Hibiscus Cl,3,h,482000.0,S,Nelson,3/09/2017,17.4,3048.0,3.0,2.0,2.0,452.0,140.0,1992.0,,-37.64023,144.91398999999996,Northern Metropolitan,4704.0
12352,Mentone,14 Glengala Ct,4,h,900000.0,PI,Hodges,3/09/2017,20.0,3194.0,4.0,2.0,2.0,530.0,216.0,1980.0,,-37.98368,145.09237,South-Eastern Metropolitan,6162.0
12356,Moonee Ponds,38 Wilson St,4,h,1450000.0,S,Nelson,3/09/2017,6.2,3039.0,4.0,2.0,3.0,465.0,,,,-37.76306,144.92851000000005,Western Metropolitan,6232.0
12360,Mulgrave,3 Doull Ct,3,t,650000.0,S,Ray,3/09/2017,18.8,3170.0,3.0,2.0,1.0,145.0,129.0,2015.0,,-37.93211,145.18955,South-Eastern Metropolitan,7113.0
12364,Niddrie,40 Hotham Rd,2,h,1370000.0,S,Frank,3/09/2017,10.4,3042.0,2.0,1.0,0.0,650.0,,,,-37.73612,144.88474,Western Metropolitan,2291.0
12368,North Melbourne,31 Cobden St,3,h,1425000.0,S,Nelson,3/09/2017,1.8,3051.0,3.0,1.0,3.0,163.0,,,,-37.80452,144.95718,Northern Metropolitan,6821.0
12372,Oakleigh,3 Ford Av,4,h,1150000.0,VB,Woodards,3/09/2017,12.3,3166.0,4.0,2.0,2.0,1060.0,175.0,1940.0,,-37.9073,145.0962,Southern Metropolitan,3224.0
12376,Parkdale,8/410 Nepean Hwy,2,u,672000.0,S,Hodges,3/09/2017,21.5,3195.0,2.0,1.0,1.0,158.0,,,,-37.99515,145.08222,South-Eastern Metropolitan,5087.0
12380,Pascoe Vale,33 Snell Gr,4,h,1375000.0,VB,Nelson,3/09/2017,8.5,3044.0,4.0,2.0,2.0,1031.0,,,,-37.71746,144.92955,Northern Metropolitan,7485.0
12384,Port Melbourne,297 Ross St,4,h,2625000.0,PI,Marshall,3/09/2017,3.5,3207.0,4.0,3.0,2.0,202.0,,,,-37.83247,144.94212,Southern Metropolitan,8648.0
12388,Reservoir,39 Crevelli St,3,h,612500.0,S,Stockdale,3/09/2017,12.0,3073.0,3.0,1.0,1.0,170.0,128.0,1950.0,,-37.72924,145.02981,Northern Metropolitan,21650.0
12392,Reservoir,165 Spring St,2,h,762000.0,S,Nelson,3/09/2017,12.0,3073.0,2.0,1.0,1.0,556.0,,,,-37.72422,145.00141000000005,Northern Metropolitan,21650.0
12396,Roxburgh Park,23 Wheatley Av,3,h,515000.0,S,Barry,3/09/2017,20.6,3064.0,3.0,2.0,2.0,532.0,,2000.0,,-37.62554,144.92006,Northern Metropolitan,5833.0
12400,Springvale South,25C MacKay St,4,h,850000.0,SP,Biggin,3/09/2017,22.2,3172.0,4.0,2.0,2.0,584.0,,,,-37.97291,145.15334,South-Eastern Metropolitan,4054.0
12404,Sunbury,43 Lister Cr,4,h,540000.0,S,YPA,3/09/2017,31.7,3429.0,4.0,2.0,2.0,650.0,161.0,1995.0,,-37.56284,144.71187,Western Metropolitan,14092.0
12408,Sunshine North,93 Cumberland St,2,h,732500.0,S,Douglas,3/09/2017,10.5,3020.0,2.0,1.0,3.0,630.0,,,,-37.76701,144.84444,Western Metropolitan,4217.0
12412,Thornbury,19/337 Station St,3,t,900000.0,VB,Jellis,3/09/2017,7.0,3071.0,3.0,2.0,2.0,120.0,0.0,2000.0,,-37.76343,145.02096,Northern Metropolitan,8870.0
12416,Werribee,52 Parramatta Rd,4,h,490500.0,S,Barry,3/09/2017,14.7,3030.0,4.0,2.0,2.0,586.0,,,,-37.88639000000001,144.6555,Western Metropolitan,16166.0
12420,Wheelers Hill,16 Belinda Cr,4,h,1223000.0,S,Harcourts,3/09/2017,16.7,3150.0,4.0,3.0,2.0,872.0,,,,-37.90248,145.187,South-Eastern Metropolitan,7392.0
12424,Williamstown,48 Smith Av,4,h,1630000.0,S,Williams,3/09/2017,6.8,3016.0,4.0,3.0,2.0,400.0,,,,-37.86338,144.88322,Western Metropolitan,6380.0
12428,Airport West,34 Green St,3,h,1000001.0,S,Nelson,9/09/2017,10.4,3042.0,3.0,2.0,1.0,697.0,163.0,2017.0,,-37.72812,144.88735,Western Metropolitan,3464.0
12432,Altona,7/35 Grieve Pde,2,u,458000.0,SP,hockingstuart,9/09/2017,11.0,3018.0,2.0,1.0,1.0,63.0,75.0,1975.0,,-37.86933,144.81704,Western Metropolitan,5301.0
12436,Aspendale,58 Station St,3,h,780000.0,PI,Ray,9/09/2017,21.5,3195.0,3.0,1.0,2.0,292.0,91.0,1955.0,,-38.01908,145.09702,South-Eastern Metropolitan,2824.0
12440,Balwyn North,286 Balwyn Rd,4,h,1950000.0,S,Fletchers,9/09/2017,9.7,3104.0,4.0,3.0,1.0,747.0,,,,-37.79609,145.08478,Southern Metropolitan,7809.0
12444,Beaumaris,7 McNamara St,3,h,1354000.0,S,Ray,9/09/2017,17.3,3193.0,3.0,1.0,2.0,612.0,124.0,1950.0,,-37.97289,145.05078999999995,Southern Metropolitan,5366.0
12448,Black Rock,18 Iluka St,4,h,2000000.0,S,Chisholm,9/09/2017,17.3,3193.0,4.0,2.0,4.0,823.0,,,,-37.9757,145.02535,Southern Metropolitan,2866.0
12452,Broadmeadows,29 Dunn St,3,h,649000.0,S,YPA,9/09/2017,14.0,3047.0,3.0,1.0,1.0,656.0,,,,-37.69103,144.91857,Northern Metropolitan,4294.0
12456,Brunswick West,13 Zeal St,2,h,1225000.0,SP,Walshe,9/09/2017,5.2,3055.0,2.0,1.0,2.0,501.0,495.0,1930.0,,-37.75772,144.94349,Northern Metropolitan,7082.0
12460,Canterbury,17 McGregor St,4,h,3130000.0,S,Jellis,9/09/2017,8.4,3126.0,4.0,2.0,2.0,618.0,,,,-37.82875,145.08403,Southern Metropolitan,3265.0
12464,Carlton North,125 Newry St,2,h,950000.0,VB,Nelson,9/09/2017,3.5,3054.0,2.0,1.0,,97.0,,,,-37.7899,144.97111999999996,Northern Metropolitan,3106.0
12468,Clayton South,695 Heatherton Rd,3,h,1250500.0,S,C21,9/09/2017,17.5,3169.0,3.0,1.0,2.0,1226.0,,,,-37.95988,145.13279,South-Eastern Metropolitan,4734.0
12472,Collingwood,26/125 Oxford St,2,u,1250000.0,SP,Jellis,9/09/2017,2.0,3066.0,2.0,2.0,2.0,909.0,,,,-37.80236,144.98481999999996,Northern Metropolitan,4553.0
12476,Derrimut,7 Bateman Cl,3,h,630000.0,PI,FN,9/09/2017,14.7,3030.0,3.0,2.0,2.0,504.0,,,,-37.79691,144.7669,Western Metropolitan,2276.0
12480,Doncaster,4 Tudor Rd,5,h,1540500.0,S,Jellis,9/09/2017,12.4,3108.0,5.0,2.0,2.0,726.0,,,,-37.78133,145.10833,Eastern Metropolitan,9028.0
12484,Doncaster East,345 Serpells Rd,4,h,1600000.0,S,Barry,9/09/2017,14.3,3109.0,4.0,3.0,2.0,878.0,306.0,1970.0,,-37.76888,145.17044,Eastern Metropolitan,10999.0
12488,Eltham North,15 Marian Ct,4,h,950000.0,PI,Buckingham,9/09/2017,18.0,3095.0,4.0,2.0,2.0,651.0,198.0,1990.0,,-37.68739,145.14437,Eastern Metropolitan,2346.0
12492,Epping,11 Northumberland Dr,3,h,641000.0,S,Barry,9/09/2017,19.6,3076.0,3.0,2.0,2.0,535.0,148.0,1970.0,,-37.64372,145.03761,Northern Metropolitan,10926.0
12496,Ferntree Gully,4 Parklands Cl,3,h,797000.0,S,Schroeder,9/09/2017,24.8,3156.0,3.0,2.0,1.0,626.0,145.0,1995.0,,-37.89555,145.27625,Eastern Metropolitan,10788.0
12500,Footscray,27 Summerhill Rd,2,h,800000.0,VB,hockingstuart,9/09/2017,5.1,3011.0,2.0,1.0,2.0,353.0,123.0,1930.0,,-37.79047,144.88289,Western Metropolitan,7570.0
12504,Gisborne,204 Panorama Dr,4,h,780000.0,S,Raine,9/09/2017,45.9,3437.0,4.0,3.0,2.0,20200.0,189.0,1985.0,,-37.49674,144.62618,Northern Victoria,3376.0
12508,Glen Iris,6 Audrey Cr,5,h,3000000.0,VB,Jellis,9/09/2017,7.3,3146.0,5.0,3.0,2.0,775.0,,,,-37.85855,145.07775,Southern Metropolitan,10412.0
12512,Glen Waverley,9 Dorset St,4,t,1170000.0,S,Ray,9/09/2017,16.7,3150.0,4.0,3.0,2.0,725.0,,1936.0,,-37.89868,145.14635,Eastern Metropolitan,15321.0
12516,Glenroy,1 Granville St,3,h,932000.0,S,Stockdale,9/09/2017,11.2,3046.0,3.0,1.0,1.0,639.0,,,,-37.70234,144.92123,Northern Metropolitan,8870.0
12520,Hampton,14 Kanowna St,3,h,1850000.0,VB,McGrath,9/09/2017,13.8,3188.0,3.0,1.0,2.0,697.0,,,,-37.94435,145.00927,Southern Metropolitan,5454.0
12524,Heathmont,5 Marden Pl,4,h,1165000.0,S,Ray,9/09/2017,21.3,3135.0,4.0,2.0,2.0,442.0,207.0,2016.0,,-37.82507,145.24058,Eastern Metropolitan,3794.0
12528,Highett,14 Ashwood Av,4,h,1550000.0,PI,Charlton,9/09/2017,16.0,3190.0,4.0,2.0,2.0,613.0,187.0,1960.0,,-37.94957,145.0246,Southern Metropolitan,4794.0
12532,Ivanhoe East,46 McArthur Rd,3,h,1535000.0,S,Nelson,9/09/2017,7.8,3079.0,3.0,2.0,1.0,697.0,128.0,1930.0,,-37.77536,145.06295,Eastern Metropolitan,1554.0
12536,Keilor East,11 David Av,4,h,1188000.0,S,Nelson,9/09/2017,11.7,3033.0,4.0,2.0,2.0,612.0,202.0,1961.0,,-37.74375,144.87487,Western Metropolitan,5629.0
12540,Kew,118 Derby St,3,h,1950000.0,S,Woodards,9/09/2017,5.4,3101.0,3.0,1.0,3.0,706.0,,,,-37.79793,145.03833999999995,Southern Metropolitan,10331.0
12544,Kew East,62 Kilby Rd,4,h,1980000.0,VB,Fletchers,9/09/2017,7.3,3102.0,4.0,2.0,3.0,846.0,,,,-37.79187,145.0487,Southern Metropolitan,2671.0
12548,Lalor,26 Newton Cr,3,h,741000.0,S,HAR,9/09/2017,16.3,3075.0,3.0,1.0,1.0,672.0,,,,-37.66486,145.02014,Northern Metropolitan,8279.0
12552,Malvern East,343 Waverley Rd,3,h,1902000.0,S,Marshall,9/09/2017,8.4,3145.0,3.0,2.0,2.0,728.0,,,,-37.87742,145.06162,Southern Metropolitan,8801.0
12556,Mernda,13 Leonardo Dr,4,h,720000.0,S,HAR,9/09/2017,25.9,3754.0,4.0,2.0,2.0,573.0,245.0,,,-37.60686,145.08615,Northern Metropolitan,5812.0
12560,Mill Park,3 Rosehill Ct,4,h,757000.0,S,Darren,9/09/2017,17.9,3082.0,4.0,2.0,3.0,800.0,270.0,1985.0,,-37.67217,145.0642,Northern Metropolitan,10529.0
12564,Moonee Ponds,13 Hudson St,3,h,1205000.0,S,Nelson,9/09/2017,6.2,3039.0,3.0,1.0,1.0,375.0,118.0,1910.0,,-37.76464,144.91035,Western Metropolitan,6232.0
12568,Murrumbeena,337 Murrumbeena Rd,3,t,922000.0,S,Buxton,9/09/2017,10.1,3163.0,3.0,2.0,2.0,219.0,,,,-37.90584000000001,145.06169,Southern Metropolitan,4442.0
12572,North Warrandyte,39 Valias St,4,h,902000.0,S,Gardiner,9/09/2017,21.1,3113.0,4.0,2.0,0.0,1457.0,147.0,1970.0,,-37.72548,145.20868000000004,Eastern Metropolitan,1058.0
12576,Oakleigh South,24 Columbia St,3,h,1110000.0,S,Buxton,9/09/2017,15.5,3167.0,3.0,1.0,2.0,704.0,120.0,1970.0,,-37.93409000000001,145.08383,South-Eastern Metropolitan,3692.0
12580,Pascoe Vale,10 Ray St,3,h,850000.0,S,Jellis,9/09/2017,8.5,3044.0,3.0,1.0,3.0,446.0,,,,-37.73366,144.94321000000005,Northern Metropolitan,7485.0
12584,Prahran,6 Gooch St,1,h,1475000.0,S,Marshall,9/09/2017,4.6,3181.0,1.0,1.0,4.0,192.0,,,,-37.85553,145.00261,Southern Metropolitan,7717.0
12588,Reservoir,34 Elsey Rd,3,h,750000.0,VB,Stockdale,9/09/2017,12.0,3073.0,3.0,1.0,3.0,611.0,,,,-37.70486,145.01169,Northern Metropolitan,21650.0
12592,Richmond,69 Buckingham St,3,h,1525000.0,VB,Jellis,9/09/2017,2.4,3121.0,3.0,2.0,0.0,195.0,122.0,1890.0,,-37.81384,145.00358,Northern Metropolitan,14949.0
12596,Ringwood East,8 Ian Av,4,h,800000.0,PI,Philip,9/09/2017,21.3,3135.0,4.0,2.0,2.0,650.0,112.0,1960.0,,-37.80103,145.25368,Eastern Metropolitan,4407.0
12600,Sandringham,50 Bamfield St,4,h,2700000.0,S,hockingstuart,9/09/2017,15.2,3191.0,4.0,2.0,1.0,722.0,318.0,1890.0,,-37.94804,145.00756,Southern Metropolitan,4497.0
12604,Seaford,6 Manyung Ct,3,h,770000.0,S,hockingstuart,9/09/2017,35.4,3198.0,3.0,1.0,1.0,591.0,130.0,1963.0,,-38.09864,145.13128999999995,South-Eastern Metropolitan,8077.0
12608,South Melbourne,40 Smith St,2,h,970000.0,VB,Marshall,9/09/2017,1.9,3205.0,2.0,1.0,,82.0,,1900.0,,-37.83606,144.95164,Southern Metropolitan,5943.0
12612,Sunbury,3 Kemp Pl,3,h,388000.0,S,L,9/09/2017,31.7,3429.0,3.0,1.0,0.0,650.0,114.0,,,-37.57281,144.70015,Western Metropolitan,14092.0
12616,Surrey Hills,57 Guildford Rd,5,h,3625000.0,S,Marshall,9/09/2017,10.2,3127.0,5.0,3.0,2.0,1011.0,327.0,1910.0,,-37.82191,145.09212,Southern Metropolitan,5457.0
12620,Wantirna South,127 Fraser Cr,6,h,1155000.0,S,Biggin,9/09/2017,14.7,3152.0,6.0,3.0,3.0,754.0,,,,-37.88153,145.23003,Eastern Metropolitan,7082.0
12624,Westmeadows,12 Walpa Ct,3,h,616000.0,S,Barry,9/09/2017,16.5,3049.0,3.0,1.0,3.0,681.0,,,,-37.67332,144.9022,Northern Metropolitan,2474.0
12628,Wollert,18 Wigan Cl,4,h,730000.0,PI,hockingstuart,9/09/2017,25.5,3750.0,4.0,2.0,2.0,400.0,248.0,2012.0,,-37.61729,145.0238,Northern Metropolitan,2940.0
12632,Aberfeldie,13 Valencia St,4,h,1650000.0,SP,Barry,16/09/2017,7.5,3040.0,4.0,2.0,1.0,484.0,186.0,1950.0,,-37.7609,144.89886,Western Metropolitan,1543.0
12636,Altona North,4 Seventh Av,3,h,770000.0,S,Greg,16/09/2017,9.4,3025.0,3.0,1.0,2.0,549.0,,,,-37.84476,144.8472,Western Metropolitan,5132.0
12640,Aspendale,85 Nepean Hwy,3,h,1300000.0,PI,Ray,16/09/2017,21.5,3195.0,3.0,2.0,2.0,673.0,,,,-38.02094,145.09736999999996,South-Eastern Metropolitan,2824.0
12644,Balwyn North,1 Page St,3,h,2350000.0,S,Fletchers,16/09/2017,9.7,3104.0,3.0,2.0,2.0,625.0,,,,-37.80245,145.07963,Southern Metropolitan,7809.0
12648,Bentleigh,4 Clairmont Av,4,h,2210000.0,S,Jellis,16/09/2017,11.4,3204.0,4.0,3.0,2.0,557.0,233.0,1940.0,,-37.92098,145.02422,Southern Metropolitan,6795.0
12652,Blackburn,2 Furness St,5,h,1900000.0,VB,Jellis,16/09/2017,13.4,3130.0,5.0,3.0,2.0,1003.0,270.0,1960.0,,-37.82665,145.1518,Eastern Metropolitan,5713.0
12656,Bonbeach,16B Newberry Av,4,t,1830000.0,S,hockingstuart,16/09/2017,27.0,3196.0,4.0,3.0,2.0,353.0,222.0,2004.0,,-38.06189000000001,145.11766,South-Eastern Metropolitan,2887.0
12660,Brighton,1 Airlie St,3,h,1342000.0,S,Marshall,16/09/2017,10.5,3186.0,3.0,1.0,3.0,287.0,110.0,1910.0,,-37.88879,144.99833,Southern Metropolitan,10579.0
12664,Brunswick,4/135 Brunswick Rd,2,t,640000.0,S,Stockdale,16/09/2017,5.2,3056.0,2.0,1.0,1.0,82.0,2.0,,,-37.77761,144.96832,Northern Metropolitan,11918.0
12668,Brunswick East,33 Holmes St,2,h,950000.0,S,Nelson,16/09/2017,4.0,3057.0,2.0,2.0,1.0,224.0,89.0,1900.0,,-37.75995,144.97413,Northern Metropolitan,5533.0
12672,Burwood,9 Glengarry Av,5,h,1775000.0,S,Lindellas,16/09/2017,10.4,3125.0,5.0,2.0,3.0,791.0,,1960.0,,-37.84352,145.11981,Southern Metropolitan,5678.0
12676,Camberwell,31 Kasouka Rd,3,h,2770000.0,S,Marshall,16/09/2017,7.7,3124.0,3.0,2.0,2.0,593.0,,1991.0,,-37.83176,145.0652,Southern Metropolitan,8920.0
12680,Carnegie,25 Byron St,2,t,850000.0,S,Woodards,16/09/2017,10.1,3163.0,2.0,2.0,1.0,117.0,101.0,2007.0,,-37.88592,145.04781,Southern Metropolitan,7822.0
12684,Carrum Downs,60 Carrington Cr,3,h,578000.0,S,Harcourts,16/09/2017,34.9,3201.0,3.0,2.0,2.0,673.0,677.0,,,-38.1046,145.19339,South-Eastern Metropolitan,8060.0
12688,Cheltenham,38 Fairview Av,3,h,1201000.0,S,Ray,16/09/2017,17.9,3192.0,3.0,2.0,3.0,638.0,156.0,1960.0,,-37.95569,145.06588,Southern Metropolitan,9758.0
12692,Clayton,1/76 Scotsburn Av,3,u,810000.0,S,Buxton,16/09/2017,16.7,3168.0,3.0,1.0,2.0,340.0,100.0,1955.0,,-37.92559,145.10804,South-Eastern Metropolitan,5837.0
12696,Coburg,7 Kewarren Ct,4,h,975000.0,SP,Nelson,16/09/2017,6.7,3058.0,4.0,2.0,2.0,301.0,209.0,2005.0,,-37.73697,144.97568,Northern Metropolitan,11204.0
12700,Collingwood,382A Smith St,2,t,931000.0,S,Chambers,16/09/2017,2.0,3066.0,2.0,1.0,1.0,109.0,90.0,2001.0,,-37.79737,144.98492,Northern Metropolitan,4553.0
12704,Deer Park,1 Hovell St,3,h,629500.0,SA,HAR,16/09/2017,14.8,3023.0,3.0,1.0,6.0,534.0,,,,-37.75504,144.77313999999996,Western Metropolitan,6388.0
12708,Doveton,5 Hakea St,3,h,469000.0,SP,C21,16/09/2017,28.8,3177.0,3.0,1.0,2.0,585.0,101.0,1959.0,,-37.99515,145.23244,South-Eastern Metropolitan,3533.0
12712,Eltham,11 Thornton St,4,h,890000.0,S,Morrison,16/09/2017,18.0,3095.0,4.0,2.0,2.0,1010.0,,,,-37.72881,145.13703999999996,Eastern Metropolitan,6990.0
12716,Essendon,3/157 Deakin St,3,t,770000.0,VB,Nelson,16/09/2017,7.5,3040.0,3.0,1.0,1.0,116.0,,2001.0,,-37.73899,144.89291,Western Metropolitan,9264.0
12720,Fairfield,7 Separation St,3,h,1300000.0,SP,Love,16/09/2017,5.7,3078.0,3.0,2.0,4.0,579.0,113.0,1960.0,,-37.77252,145.02546,Northern Metropolitan,2970.0
12724,Forest Hill,41 Parkmore Rd,4,h,950000.0,VB,Noel,16/09/2017,15.4,3131.0,4.0,2.0,3.0,587.0,,,,-37.84154,145.17606,Eastern Metropolitan,4385.0
12728,Gisborne,7 Wyralla Cr,6,h,650000.0,SP,Raine,16/09/2017,45.9,3437.0,6.0,2.0,2.0,1301.0,,,,-37.50733,144.58666000000005,Northern Victoria,3376.0
12732,Glen Iris,111 Tooronga Rd,2,h,1366000.0,S,Jellis,16/09/2017,7.3,3146.0,2.0,2.0,1.0,241.0,,,,-37.86277000000001,145.04012,Southern Metropolitan,10412.0
12736,Glenroy,76 Daley St,2,h,605000.0,PI,RW,16/09/2017,11.2,3046.0,2.0,1.0,6.0,589.0,,,,-37.69708,144.92967,Northern Metropolitan,8870.0
12740,Hallam,39 Alexander St,3,h,661000.0,S,REMAX,16/09/2017,32.3,3803.0,3.0,1.0,3.0,819.0,,,,-38.00377,145.26161000000005,South-Eastern Metropolitan,3728.0
12744,Hampton,15 May St,4,h,1820000.0,PI,Follett,16/09/2017,13.8,3188.0,4.0,2.0,2.0,412.0,423.0,1940.0,,-37.93598,145.01152,Southern Metropolitan,5454.0
12748,Hawthorn,357 Auburn Rd,4,h,2325000.0,S,Jellis,16/09/2017,5.3,3122.0,4.0,3.0,2.0,649.0,227.0,1920.0,,-37.83508,145.0429,Southern Metropolitan,11308.0
12752,Hillside,3 Dryburgh Pl,3,h,645500.0,S,Prof.,16/09/2017,18.0,3037.0,3.0,2.0,2.0,719.0,155.0,2000.0,,-37.6883,144.74225,Western Metropolitan,5556.0
12756,Jacana,17 Emu Pde,3,h,626000.0,S,Raine,16/09/2017,14.0,3047.0,3.0,1.0,2.0,622.0,87.0,1960.0,,-37.68908,144.9116,Northern Metropolitan,851.0
12760,Kew,14 Atkins St,4,h,2375000.0,S,Jellis,16/09/2017,5.4,3101.0,4.0,3.0,2.0,481.0,,,,-37.81027,145.04476,Southern Metropolitan,10331.0
12764,Kew East,50 Windella Av,3,h,2125000.0,VB,Jellis,16/09/2017,7.3,3102.0,3.0,2.0,2.0,741.0,,,,-37.7955,145.05046000000004,Southern Metropolitan,2671.0
12768,Kingsville,5 Wales St,3,h,1000000.0,PI,Jas,16/09/2017,6.4,3012.0,3.0,2.0,2.0,275.0,282.0,1940.0,,-37.80592,144.8807,Western Metropolitan,1808.0
12772,Malvern,27 Wheatland Rd,4,h,3400000.0,S,Marshall,16/09/2017,5.9,3144.0,4.0,2.0,2.0,561.0,285.0,,,-37.86552,145.03529,Southern Metropolitan,4675.0
12776,Mentone,21 Chicquita Cct,3,t,792000.0,S,hockingstuart,16/09/2017,20.0,3194.0,3.0,2.0,2.0,156.0,,,,-37.97928,145.0763,South-Eastern Metropolitan,6162.0
12780,Mill Park,36/292 McKimmies Rd,4,t,492000.0,S,Ray,16/09/2017,17.9,3082.0,4.0,1.0,1.0,199.0,,,,-37.677,145.05658,Northern Metropolitan,10529.0
12784,Mitcham,46 Churinga Av,3,h,961000.0,S,Noel,16/09/2017,17.2,3132.0,3.0,2.0,1.0,625.0,,,,-37.82997,145.20978,Eastern Metropolitan,6871.0
12788,Montmorency,21 Sackville St,4,h,940000.0,S,Lindellas,16/09/2017,16.2,3094.0,4.0,2.0,2.0,870.0,,,,-37.7264,145.12749,Eastern Metropolitan,3891.0
12792,Mordialloc,5 Reys Cl,4,h,1285000.0,S,Hodges,16/09/2017,21.5,3195.0,4.0,2.0,4.0,656.0,,,,-38.00394,145.1025,South-Eastern Metropolitan,3650.0
12796,Mount Waverley,37 Pascall St,4,h,1480000.0,S,Jellis,16/09/2017,14.2,3149.0,4.0,2.0,2.0,695.0,160.0,1970.0,,-37.86127000000001,145.14271000000005,Eastern Metropolitan,13366.0
12800,Narre Warren,12 Emily Dr,4,h,792500.0,S,Harcourts,16/09/2017,34.1,3805.0,4.0,2.0,2.0,846.0,174.0,1996.0,,-38.00626,145.29079,South-Eastern Metropolitan,9376.0
12804,Northcote,8 Aberdeen Gr,3,h,1320000.0,S,Jellis,16/09/2017,5.3,3070.0,3.0,1.0,1.0,227.0,119.0,1920.0,,-37.77432,144.99111000000005,Northern Metropolitan,11364.0
12808,Oak Park,242 Waterloo Rd,3,h,725000.0,SP,Nelson,16/09/2017,11.2,3046.0,3.0,1.0,1.0,327.0,111.0,1960.0,,-37.7151,144.92103,Northern Metropolitan,2651.0
12812,Pascoe Vale,13 Yorkshire St,3,h,1160000.0,S,Nelson,16/09/2017,8.5,3044.0,3.0,2.0,2.0,480.0,,,,-37.72523,144.94567,Northern Metropolitan,7485.0
12816,Port Melbourne,84 Ross St,3,h,1960000.0,SP,Greg,16/09/2017,3.5,3207.0,3.0,2.0,0.0,253.0,230.0,1900.0,,-37.836,144.93701,Southern Metropolitan,8648.0
12820,Preston,23 Lyonsville Av,3,h,1035000.0,S,Nelson,16/09/2017,8.4,3072.0,3.0,1.0,2.0,696.0,,,,-37.73761,145.02119,Northern Metropolitan,14577.0
12824,Reservoir,75 Botha Av,4,h,912000.0,S,Ray,16/09/2017,12.0,3073.0,4.0,1.0,2.0,871.0,,,,-37.70056,145.00345,Northern Metropolitan,21650.0
12828,Reservoir,76 North Rd,2,h,920000.0,S,Nelson,16/09/2017,12.0,3073.0,2.0,1.0,2.0,665.0,100.0,1955.0,,-37.72303,145.01883999999995,Northern Metropolitan,21650.0
